ticker,n_signals,IC,RankIC,hit_rate,Sharpe_annual,MDD
AAPL,148,-0.23349477179042524,-0.11640760058784988,0.4189189189189189,-1.882445866253884,-0.017926342552399374
MSFT,234,0.013258270146270942,0.21208834692534814,0.6239316239316239,0.13210158139293476,-0.008112185933314692
GOOGL,232,0.08188100989865665,0.0660094678150028,0.5646551724137931,1.374077078953204,-0.01064366354451058
META,405,0.04210468712179625,0.12971977000655732,0.582716049382716,0.6239233876257987,-0.011681244884697446
NVDA,362,-0.12369096241418553,-0.0064421096141399825,0.5414364640883977,0.6325811820406763,-0.008774114024667108
AMD,264,-0.09298725723256586,-0.14659196890346898,0.4772727272727273,-1.425808134496944,-0.019023131516415697
AMZN,255,-0.1265374463109138,-0.2073768237610005,0.48627450980392156,-1.594119980579935,-0.02059177934891829
INTC,342,-0.08817894317877248,-0.26488463663197737,0.4152046783625731,-0.6836518114727212,-0.02457979156932696
CSCO,196,-0.013181157193125107,-0.03239327749842616,0.5255102040816326,-0.10203486061063793,-0.007941117206392278
ORCL,334,-0.10143619062890721,-0.04621833380435579,0.49101796407185627,0.43337879464373624,-0.008893961162958475
IBM,270,0.009690552094903295,0.09356537431545317,0.5777777777777777,0.608611413116343,-0.008615155889765184
ADBE,351,-0.30910671306934145,-0.2852228327228327,0.5669515669515669,-0.15023016193432326,-0.018947901472570503
CRM,290,0.05489967548394922,0.04554410626884325,0.5586206896551724,0.07671522322890836,-0.011239196995836906
NFLX,467,0.049776263128782104,0.04210629628556125,0.6531049250535332,0.6615936809789307,-0.015478630738273543
QCOM,196,0.004767475114404971,0.03689725792698962,0.5561224489795918,-0.3880594695885219,-0.016945887921028312
TXN,208,-0.32574259423559326,-0.2673158268123943,0.40384615384615385,-0.19177444831857268,-0.01005805546803442
AVGO,386,-0.07513216924629662,0.05172698530934463,0.5984455958549223,0.05385935298075342,-0.012551057730432405
ACN,288,-0.0727045482641588,-0.042230306756849086,0.5972222222222222,1.0443039415098783,-0.008443504514911005
NOW,346,0.20773175144786737,0.2554594618867208,0.6098265895953757,1.5308852176022671,-0.005392562364128049
