Model,Sharpe,MaxDD,Mean IC,Std IC,IC IR,Mean RankIC,Hit Rate,Turnover,N Dates
Model 2 (Dual Fusion),-0.3388855636700994,-0.2063402906441672,0.01982829659431997,0.17918833756632788,0.11065617809518648,0.02014300416038706,0.503685820054724,0.3132847894467825,585
