Model,Sharpe,MaxDD,Mean IC,Std IC,IC IR,Mean RankIC,Hit Rate,Turnover,N Dates
Model 2 (Dual Fusion),-0.29054445623531816,-0.19925943899641074,0.02143353544157504,0.1793288247352447,0.11952086048196,0.021324105370459784,0.5034282955094157,0.3182993520688971,585
