Model,Sharpe,MaxDD,Mean IC,Std IC,IC IR,Mean RankIC,Hit Rate,Turnover,N Dates
Model 2 (Dual Fusion),-0.18528195535197137,-0.20115391956606804,0.02283134737227966,0.1785515780185085,0.12786975968318232,0.022139095770191863,0.5042813455657492,0.3209708604639377,585
