Model,Sharpe,MaxDD,Mean IC,Std IC,IC IR,Mean RankIC,Hit Rate,Turnover,N Dates
Model 1 (Price Only),0.408203810186606,-0.13200948248412964,0.026798218348928208,0.1678480036766005,0.15965765312622612,0.030387815057056972,0.5254305488491872,0.39560295916399224,585
