ticker,n_signals,IC,RankIC,hit_rate,Sharpe_annual,MDD
AAPL,146,-0.20916176125930588,-0.09786471036217984,0.4246575342465753,-2.579121845985479,-0.01946072744197656
MSFT,230,-0.026098587245361824,0.170365840728476,0.6,-0.07854913335364458,-0.008444386990461045
GOOGL,237,0.12883695191391784,0.12172884601169368,0.5569620253164557,1.4237805992544643,-0.009641079135459854
META,401,0.030213882448562105,0.08533870547511818,0.5935162094763092,0.7435726540989982,-0.012561339845291064
NVDA,363,-0.13995065962584355,-0.03131624779038139,0.5509641873278237,0.7363109659040112,-0.00830342458102296
AMD,254,-0.057051897493544966,-0.10677136062479518,0.48031496062992124,-1.3214148125270768,-0.016112298440669276
AMZN,246,-0.15229864557177147,-0.19764702563162123,0.45934959349593496,-1.405304240187316,-0.020642789154285655
INTC,331,-0.07784138491743996,-0.2717626893181074,0.4169184290030212,-0.5752523687376027,-0.022646541875736743
CSCO,197,-0.019300442386517014,-0.05239068400779786,0.5329949238578681,-0.4337064540779228,-0.011693361881843318
ORCL,340,-0.09948554257066201,-0.050793132242646116,0.4852941176470588,0.7014908802711247,-0.007871367663436369
IBM,276,-0.02147208364006302,0.031707310112584014,0.5942028985507246,1.0239848810042302,-0.008060224489457061
ADBE,354,-0.2817820856416122,-0.24877877240878413,0.576271186440678,-0.010172647834314336,-0.01851639661599757
CRM,286,0.037034316199520294,0.027508563323710947,0.5454545454545454,0.34165008224250243,-0.007776095430940583
NFLX,467,0.047069024237062676,0.043254016786104535,0.6509635974304069,0.49820733793223176,-0.01617113496292081
QCOM,193,-0.009217233657253946,0.031707374071897866,0.5544041450777202,-0.2558888075442749,-0.016616659045302795
TXN,202,-0.38392253688406663,-0.34014316070236533,0.3712871287128713,-1.2613391726994387,-0.01478222853098618
AVGO,404,-0.07022171800465007,0.0534655285214212,0.5965346534653465,0.1956713194348757,-0.011664996189241479
ACN,278,-0.06109664432445991,-0.03410794131667997,0.5863309352517986,1.2878134686612341,-0.008747247796687563
NOW,338,0.19894488244497024,0.2460381475860627,0.606508875739645,1.3603244734000501,-0.006184772392586688
SNOW,338,-0.30704672380555176,-0.32029126951286807,0.39644970414201186,-1.0101743282648978,-0.02207453168323728
JPM,445,-0.20617535453769584,-0.2437236753052745,0.6382022471910113,0.943603256961908,-0.010625884192245054
GS,364,-0.022495914789325423,-0.031171319340684223,0.6208791208791209,1.2322022316334493,-0.0104493468092714
BAC,175,-0.075098984829923,0.028235557545902377,0.56,-0.09890513305568792,-0.0073306016905978575
C,353,-0.006041894000397194,-0.020761129565206003,0.623229461756374,1.1235197253944922,-0.010097693156651804
WFC,221,-0.29430563049963804,-0.3559718500894971,0.502262443438914,0.2422481804779547,-0.008263814768132136
MS,253,-0.0849282194419511,-0.04282839151034975,0.5573122529644269,1.1034648224496475,-0.006957362898177379
BLK,103,0.13204483128601174,0.2497583798269121,0.5436893203883495,-0.9381259564907853,-0.005330676022232147
V,139,0.04409084926977838,-0.04636489566111086,0.6187050359712231,-2.170698270268215,-0.014409450430511827
MA,90,0.2595883884744077,0.2268839774457752,0.8222222222222222,0.31327165856513284,-0.00621031669034267
PYPL,288,-0.12432175780564672,-0.10786021725763477,0.4756944444444444,0.270992218498167,-0.010182497039636371
AXP,269,-0.07682578553132052,-0.03062691499133823,0.5985130111524164,0.32395955630699114,-0.01112266065054356
COF,233,0.012387398957673218,0.06341192229900236,0.48497854077253216,0.6229471407807415,-0.007344798505297518
USB,82,-0.13382071428602452,-0.08253066466407635,0.35365853658536583,-1.1068954473935457,-0.005433581962840487
PNC,94,-0.2780137098319431,-0.42153668316295206,0.32978723404255317,-0.4924832905827119,-0.005883728253181129
SCHW,262,-0.10940362113271904,-0.11293713141107445,0.5343511450381679,0.19938238184959642,-0.0073159977502264195
PFE,208,0.044609998243941594,0.05065662788774916,0.36538461538461536,-0.2913374152562091,-0.009040503553256656
JNJ,145,0.013227442162233195,-0.04501653282947567,0.496551724137931,-1.0683541935929814,-0.01433906183173475
MRK,255,-0.20243515845256188,-0.27385942566002786,0.49019607843137253,0.12721157382065648,-0.013467530694940501
ABBV,171,-0.14194652441123365,0.002505579955360357,0.45614035087719296,0.552909615934451,-0.007690788460822653
AMGN,159,-0.11877914198200162,-0.09609207069500837,0.37735849056603776,-1.281054612117354,-0.011874335202834799
GILD,264,-0.09928785854860493,-0.11046246959153191,0.48863636363636365,-0.7283719773429882,-0.010462131883068857
BIIB,391,-0.13930539759086982,-0.15571613260688894,0.5728900255754475,0.3479166060312459,-0.01940818813641276
REGN,340,0.10460263447023838,0.11077136327761843,0.5823529411764706,0.9594930898576719,-0.01572708705422852
VRTX,214,-0.15244359495676066,-0.14204566674115549,0.3925233644859813,0.21344411779064607,-0.006975737174559817
BMY,254,-0.05822352613492939,-0.17497084545436237,0.4566929133858268,-0.8852160924637157,-0.017670939883108708
LLY,317,-0.29919125258611906,-0.32915084168437825,0.39747634069400634,-0.911178785604332,-0.023653652751938616
UNH,271,-0.10616674910229829,-0.203090707377662,0.3726937269372694,-0.011354208654998586,-0.017701350725663093
CVS,262,-0.19540468138270584,-0.29518507805569544,0.3931297709923664,-1.4118003185270414,-0.017069520345842436
CI,178,-0.2564629602752492,-0.32108489045449184,0.3539325842696629,-1.5344142659951043,-0.01190149451112337
XOM,103,-0.24170802833376454,-0.25634802091112774,0.34951456310679613,0.4348675959157387,-0.0048030609217612165
CVX,143,-0.07043175580233067,-0.020396270396270396,0.4965034965034965,-0.19378888552460308,-0.0073377656574089905
COP,233,-0.33533044542156043,-0.3491241751194393,0.38626609442060084,-0.6093649567178785,-0.008879214858467162
EOG,211,-0.3700898115224314,-0.31632963298884786,0.33175355450236965,-0.026596981920871787,-0.0047822957287752205
SLB,341,-0.2675701997523559,-0.348476677289221,0.49560117302052786,-0.6801018340113469,-0.017092203494479423
PSX,132,-0.5409972796718875,-0.6251715339702482,0.23484848484848486,-0.9876857580582228,-0.0073796070593953825
VLO,196,-0.3467128949599584,-0.3156324458717497,0.3673469387755102,-1.9930851612252187,-0.018044673602406573
MPC,205,-0.34007052896417383,-0.33230488501344174,0.375609756097561,0.5515591706840273,-0.008924878383924802
OXY,366,-0.19522805730171333,-0.179726981962991,0.4672131147540984,0.27800371959436543,-0.010491136718782795
HAL,358,-0.023811162202216636,-0.03073691467530197,0.4748603351955307,0.38354969900702,-0.0167330252959562
KO,61,0.08739621437177754,0.010787942887361183,0.4426229508196721,-0.7126107183276651,-0.003654559165942621
PG,114,-0.2614726110313029,-0.22934731981936374,0.41228070175438597,-0.9183987099511193,-0.005186141012264857
COST,281,-0.2633455139234449,-0.21874547047561357,0.5516014234875445,0.7363317126346598,-0.008966510687224458
WMT,379,-0.22444444685420975,-0.27138536755256654,0.604221635883905,0.7713656648576421,-0.00876645031346733
TGT,297,0.1995635939847814,0.055531736739790435,0.4983164983164983,0.49689762671376403,-0.010227977106789896
HD,91,-0.42921964571647725,-0.47357859531772584,0.3626373626373626,-1.1210417978854745,-0.009352692527317233
LOW,98,0.023659100114447197,0.17282226855128177,0.5204081632653061,-0.3246295142347903,-0.009138803393404267
NKE,426,-0.14245339152341507,-0.2232996823758365,0.4953051643192488,0.7378966678585756,-0.011746821725732489
SBUX,265,-0.3148120920513073,-0.37055417273887986,0.4037735849056604,-1.9235912349604578,-0.031295413449550516
MCD,90,-0.2261566234276344,-0.2650121414166358,0.34444444444444444,-0.9024160903660127,-0.011351002540059692
DIS,242,0.02895325458829451,-0.0008488421665838994,0.5619834710743802,0.47755292775948005,-0.007647602558363041
PEP,173,0.10060769127960419,0.014427690039910816,0.32947976878612717,-3.384295670960242,-0.023450411687582638
