Model,Sharpe,MaxDD,Mean IC,Std IC,IC IR,Mean RankIC,Hit Rate,Turnover,N Dates
Model 2 (Dual Fusion),-0.2962888280569317,-0.19922796834762566,0.01907787006965574,0.17909333893925333,0.10652473276031088,0.020181519037144335,0.5033800096571704,0.31488764699174704,585
