,portfolio_return
2024-01-03,-0.007987305844015706
2024-01-04,0.0021122590229183213
2024-01-05,-0.00016480566376681242
2024-01-08,0.003850007402674925
2024-01-09,0.005306316135889378
2024-01-10,0.002852984415425644
2024-01-11,0.0041512054822430535
2024-01-12,-0.00026087110167179515
2024-01-16,0.012457094052483731
2024-01-17,0.0063731443124095824
2024-01-18,0.002003108018585981
2024-01-19,-0.0019048687168531026
2024-01-22,-0.0055042970919624064
2024-01-23,-0.0016269923264953736
2024-01-24,0.003539094647133395
2024-01-25,-0.0015191923814892785
2024-01-26,-0.003935889848264085
2024-01-29,0.002666549468224137
2024-01-30,0.00764058121832733
2024-01-31,-0.007692815277042294
2024-02-01,0.004378972980939885
2024-02-02,0.02009944809258294
2024-02-05,0.014444196730198764
2024-02-06,-0.013722500713734776
2024-02-07,0.009290783371051388
2024-02-08,-0.0010357059091067094
2024-02-09,-0.0022901215371759903
2024-02-12,-0.007231954812365917
2024-02-13,0.010572922192565271
2024-02-14,0.006985662157582973
2024-02-15,-0.007116673230857783
2024-02-16,0.0006347117592978962
2024-02-20,-0.006664632072889412
2024-02-21,-0.008053811683203675
2024-02-22,0.017543203454533318
2024-02-23,-0.0030657889325152073
2024-02-26,0.012102097146716832
2024-02-27,-0.0005210272743449384
2024-02-28,-0.005045519523382696
2024-02-29,-0.002879397686957053
2024-03-01,0.0035018549967107938
2024-03-04,0.005197466879385621
2024-03-05,0.0048834075169751625
2024-03-06,0.001832387102566366
2024-03-07,0.004193459511225668
2024-03-08,-0.012687144148318074
2024-03-11,-0.016960740993874197
2024-03-12,0.011218229494967187
2024-03-13,-0.001088928379148295
2024-03-14,-0.004501953236998882
2024-03-15,-0.0038644434890058987
2024-03-18,0.003642455311988237
2024-03-19,0.002934032621043931
2024-03-20,0.003082146607136481
2024-03-21,0.003896852189156036
2024-03-22,0.005389017619763243
2024-03-25,-0.0049912412301588846
2024-03-26,0.002575651532979503
2024-03-27,-0.007012655804676665
2024-03-28,-0.0006370543101619018
2024-04-01,0.004946666453059078
2024-04-02,0.009860654761786467
2024-04-03,0.010466021918957062
2024-04-04,0.0032479901871165064
2024-04-05,0.013298917191119274
2024-04-08,-0.003405553189009903
2024-04-09,-0.009363140047020286
2024-04-10,0.01400490651703153
2024-04-11,-0.00017144149303326803
2024-04-12,-0.002875884786854637
2024-04-15,-0.007690767773851548
2024-04-16,0.0026875590482904033
2024-04-17,-0.0004358185643785264
2024-04-18,-0.004806376585327653
2024-04-19,-0.00483620813919581
2024-04-22,0.004064609224894226
2024-04-23,0.003970887760407811
2024-04-24,-0.0045296543236931055
2024-04-25,0.0051181390312578755
2024-04-26,0.004511433727710303
2024-04-29,-0.004756688014006864
2024-04-30,-0.0030853481616117404
2024-05-01,-0.008676791540377884
2024-05-02,0.0013233282805431698
2024-05-03,-0.003060562783370878
2024-05-06,0.00437377616348592
2024-05-07,0.0007621170926511075
2024-05-08,0.0020412802210980044
2024-05-09,-0.0022925161375071095
2024-05-10,-0.0009178427426294675
2024-05-13,-0.005369201143826647
2024-05-14,0.00423239167690684
2024-05-15,0.0048223596370192585
2024-05-16,-0.009467780804026207
2024-05-17,0.002865100416203371
2024-05-20,-0.0011601578373269484
2024-05-21,0.005524281481384396
2024-05-22,-0.003567502042084872
2024-05-23,0.00862387169241272
2024-05-24,0.007271284397481096
2024-05-28,0.002641785691114144
2024-05-29,-0.0016934643748107428
2024-05-30,-0.011215141153885983
2024-05-31,-0.01015651905078419
2024-06-03,0.0020327193799595743
2024-06-04,-0.001027772528335532
2024-06-05,0.008835141053896045
2024-06-06,-0.0014940059364115343
2024-06-07,-0.0020708985837875364
2024-06-10,-0.0030712316204256694
2024-06-11,-0.0009482858727507352
2024-06-12,0.0039626765463864535
2024-06-13,0.004028493517793641
2024-06-14,-0.004758084909216859
2024-06-17,0.00015800335176767368
2024-06-18,0.0018897317691764577
2024-06-20,-0.013490970305699823
2024-06-21,-0.006671640557527433
2024-06-24,-0.00410233960522679
2024-06-25,0.010242224259114642
2024-06-26,-0.0011467181885446878
2024-06-27,-0.0018472358822668616
2024-06-28,-0.0035383165755787814
2024-07-01,0.006428584077956077
2024-07-02,0.004430215660432872
2024-07-03,-0.001379563775827492
2024-07-05,0.008518416349545404
2024-07-08,0.0008852787638902136
2024-07-09,0.0023218529707180412
2024-07-10,0.002196907731650378
2024-07-11,-0.019166518531500726
2024-07-12,-0.005706323830903731
2024-07-15,0.0016862908862800149
2024-07-16,-0.005731956274414453
2024-07-17,-0.017227209809219393
2024-07-18,-0.002240168842106155
2024-07-19,-0.0004996726359892788
2024-07-22,0.006758391256552563
2024-07-23,0.006925741301726402
2024-07-24,-0.007963397423358453
2024-07-25,-0.0001254951931136233
2024-07-26,-0.005275887575287007
2024-07-29,-0.00046986629820757006
2024-07-30,0.002122450351405686
2024-07-31,-0.01411825730507477
2024-08-01,0.01891757645513564
2024-08-02,0.008970823514709285
2024-08-05,0.0007646128404630989
2024-08-06,0.00013695184740018934
2024-08-07,0.006892060327263725
2024-08-08,-0.008331718917209349
2024-08-09,0.003985599131618951
2024-08-12,-0.0008043171488661475
2024-08-13,-0.009062093786698458
2024-08-14,0.0038923619556799254
2024-08-15,-0.010654982206452373
2024-08-16,6.717760360659703e-05
2024-08-19,-0.0019395072496720023
2024-08-20,0.004648922823469633
2024-08-21,-0.0008706083576822361
2024-08-22,0.0007901374747428734
2024-08-23,-0.005704806234856621
2024-08-26,-0.0029235531834540932
2024-08-27,0.006016701929351342
2024-08-28,-0.002530814545490908
2024-08-29,-0.0010728459664780046
2024-08-30,0.0022395738604520624
2024-09-03,-0.000298170175429272
2024-09-04,0.00540526980627341
2024-09-05,-0.004390304557345544
2024-09-06,-0.0010263725012312497
2024-09-09,0.006587502741843444
2024-09-10,0.0033156195621864355
2024-09-11,0.0018266245268416942
2024-09-12,-0.002207614804576548
2024-09-13,0.0014110204761151495
2024-09-16,-0.0018685002211720652
2024-09-17,-0.011339758219624593
2024-09-18,-0.0033035370689714514
2024-09-19,-0.0002993780364115666
2024-09-20,0.008836744986176415
2024-09-23,0.0009822471767403256
2024-09-24,0.0043383299169160805
2024-09-25,0.004048742235800527
2024-09-26,-0.00032074969339590406
2024-09-27,-0.011008472796137052
2024-09-30,-0.0017008801426125506
2024-10-01,-0.0032606236335278815
2024-10-02,0.002742850887923869
2024-10-03,-0.0006616125198659439
2024-10-04,0.0003741848126582063
2024-10-07,0.00039946946171144035
2024-10-08,0.005648042043233922
2024-10-09,0.0012555294197100365
2024-10-10,-0.00416066546133405
2024-10-11,0.00045821745211509023
2024-10-14,0.001378353892072043
2024-10-15,-0.005907776185870795
2024-10-16,0.0023183086222348256
2024-10-17,0.0036222399434764326
2024-10-18,0.004394384079973658
2024-10-21,0.0014525526284935252
2024-10-22,-0.0028510870546671007
2024-10-23,-0.0010523298908164621
2024-10-24,0.000426702074335815
2024-10-25,-0.00236357156952045
2024-10-28,0.0033709127498662457
2024-10-29,0.007158494351224315
2024-10-30,-0.00021547712406446944
2024-10-31,0.003489258584087729
2024-11-01,0.0016830699215076397
2024-11-04,-0.0031858022598727294
2024-11-05,0.0014775714724408581
2024-11-06,0.012636830685144634
2024-11-07,-0.0029523879748844404
2024-11-08,0.00027496633708624024
2024-11-11,0.010719987911468182
2024-11-12,0.0066770518667712405
2024-11-13,-0.00505910470769801
2024-11-14,0.0020259110025091973
2024-11-15,0.0006651246605955548
2024-11-18,-0.004584365657011137
2024-11-19,0.0002683339713105144
2024-11-20,-0.0035871373187862407
2024-11-21,0.002299224135128326
2024-11-22,-0.0037683824276282586
2024-11-25,-0.005604397950664878
2024-11-26,0.008827374370056696
2024-11-27,-0.00552037714985789
2024-11-29,-0.0018957690206223795
2024-12-02,-0.006323645940620598
2024-12-03,0.0050062718247589335
2024-12-04,0.005818099384541841
2024-12-05,0.006420872514771064
2024-12-06,0.01061183067148661
