Model,Sharpe,MaxDD,Mean IC,Std IC,IC IR,Mean RankIC,Hit Rate,Turnover,N Dates
Model 2 (Dual Fusion),-0.09831896976406315,-0.18380279156232393,0.025701413545966608,0.1787335265179323,0.14379738399772463,0.02419558533996004,0.5076613552229197,0.32772123419358523,585
